idTerytWojewodztwo,Województwo,idTerytPowiat,Powiat,idRodzajPlacowki,Rodzaj Placowki,idPublicznosc,Publiczność,idTypPodmiotu,Typ Podmiotu,idTypOddzialu,Typ Oddziału,idKlasa,Klasa,Liczba oddziałów,Liczba uczniów pobyt legalny
24,ŚLĄSKIE,2465,m. Dąbrowa Górnicza,1,samodzielna,4,niepubliczna,14,Liceum ogólnokształcące,10,Podstawowe,7,IV,1,1
24,ŚLĄSKIE,2465,m. Dąbrowa Górnicza,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,1,Przedszkole,10,Podstawowe,24,Wychowanie przedszkolne,17,25
24,ŚLĄSKIE,2465,m. Dąbrowa Górnicza,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,4,I,10,15
24,ŚLĄSKIE,2465,m. Dąbrowa Górnicza,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,5,II,8,14
24,ŚLĄSKIE,2465,m. Dąbrowa Górnicza,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,6,III,5,8
24,ŚLĄSKIE,2465,m. Dąbrowa Górnicza,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,7,IV,6,11
24,ŚLĄSKIE,2465,m. Dąbrowa Górnicza,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,8,V,7,7
24,ŚLĄSKIE,2465,m. Dąbrowa Górnicza,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,9,VI,3,3
24,ŚLĄSKIE,2465,m. Dąbrowa Górnicza,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,10,VII,6,8
24,ŚLĄSKIE,2465,m. Dąbrowa Górnicza,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,11,VIII,6,11
24,ŚLĄSKIE,2465,m. Dąbrowa Górnicza,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,5,II,1,1
24,ŚLĄSKIE,2465,m. Dąbrowa Górnicza,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,6,III,1,2
24,ŚLĄSKIE,2465,m. Dąbrowa Górnicza,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,16,Technikum,10,Podstawowe,4,I,5,12
24,ŚLĄSKIE,2465,m. Dąbrowa Górnicza,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,16,Technikum,10,Podstawowe,5,II,10,23
24,ŚLĄSKIE,2465,m. Dąbrowa Górnicza,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,16,Technikum,10,Podstawowe,6,III,8,16
24,ŚLĄSKIE,2465,m. Dąbrowa Górnicza,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,16,Technikum,10,Podstawowe,7,IV,4,4
24,ŚLĄSKIE,2465,m. Dąbrowa Górnicza,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,93,Branżowa szkoła I stopnia,10,Podstawowe,4,I,5,12
24,ŚLĄSKIE,2465,m. Dąbrowa Górnicza,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,93,Branżowa szkoła I stopnia,10,Podstawowe,5,II,4,5
24,ŚLĄSKIE,2465,m. Dąbrowa Górnicza,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,93,Branżowa szkoła I stopnia,10,Podstawowe,6,III,4,4
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,1,publiczna,1,Przedszkole,10,Podstawowe,24,Wychowanie przedszkolne,3,3
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,4,I,5,12
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,5,II,4,7
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,6,III,5,11
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,7,IV,7,15
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,8,V,6,9
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,9,VI,5,9
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,10,VII,5,8
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,11,VIII,4,15
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,24,Wychowanie przedszkolne,7,11
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,4,I,4,7
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,5,II,5,5
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,6,III,5,5
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,7,IV,3,3
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,1,publiczna,19,Szkoła policealna,10,Podstawowe,16,sem. I,3,31
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,4,niepubliczna,1,Przedszkole,10,Podstawowe,24,Wychowanie przedszkolne,14,30
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,4,I,1,2
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,5,II,1,1
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,4,niepubliczna,14,Liceum ogólnokształcące,10,Podstawowe,4,I,1,1
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,4,niepubliczna,14,Liceum ogólnokształcące,10,Podstawowe,6,III,1,2
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,4,niepubliczna,14,Liceum ogólnokształcące,10,Podstawowe,16,sem. I,1,1
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,4,niepubliczna,16,Technikum,10,Podstawowe,4,I,1,1
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,4,niepubliczna,16,Technikum,10,Podstawowe,7,IV,1,1
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,4,niepubliczna,19,Szkoła policealna,10,Podstawowe,16,sem. I,6,25
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,4,niepubliczna,19,Szkoła policealna,10,Podstawowe,17,sem. II,6,13
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,4,niepubliczna,93,Branżowa szkoła I stopnia,10,Podstawowe,4,I,1,7
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,5,niepubliczna szkoła artystyczna o uprawnieniach publicznej szkoły artystycznej,27,Liceum sztuk plastycznych,10,Podstawowe,4,I,1,4
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,5,niepubliczna szkoła artystyczna o uprawnieniach publicznej szkoły artystycznej,27,Liceum sztuk plastycznych,10,Podstawowe,5,II,3,6
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,5,niepubliczna szkoła artystyczna o uprawnieniach publicznej szkoły artystycznej,27,Liceum sztuk plastycznych,10,Podstawowe,6,III,2,4
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,5,niepubliczna szkoła artystyczna o uprawnieniach publicznej szkoły artystycznej,27,Liceum sztuk plastycznych,10,Podstawowe,7,IV,1,1
24,ŚLĄSKIE,2466,m. Gliwice,1,samodzielna,5,niepubliczna szkoła artystyczna o uprawnieniach publicznej szkoły artystycznej,27,Liceum sztuk plastycznych,10,Podstawowe,8,V,1,1
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,1,Przedszkole,10,Podstawowe,24,Wychowanie przedszkolne,116,221
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,4,I,45,100
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,5,II,47,121
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,6,III,44,121
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,7,IV,46,113
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,8,V,44,128
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,9,VI,44,121
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,10,VII,46,140
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,11,VIII,36,109
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,24,Wychowanie przedszkolne,13,24
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,4,I,5,12
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,5,II,6,14
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,6,III,4,5
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,16,Technikum,10,Podstawowe,4,I,12,46
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,16,Technikum,10,Podstawowe,5,II,19,42
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,16,Technikum,10,Podstawowe,6,III,9,18
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,19,Szkoła policealna,10,Podstawowe,16,sem. I,1,5
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,19,Szkoła policealna,10,Podstawowe,17,sem. II,3,8
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,19,Szkoła policealna,10,Podstawowe,19,sem. IV,2,8
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,20,Szkoła specjalna przysposabiająca do pracy,10,Podstawowe,6,III,2,2
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,93,Branżowa szkoła I stopnia,10,Podstawowe,4,I,8,16
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,93,Branżowa szkoła I stopnia,10,Podstawowe,5,II,11,26
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,93,Branżowa szkoła I stopnia,10,Podstawowe,6,III,8,12
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,4,I,3,5
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,5,II,2,2
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,7,IV,1,2
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,8,V,2,2
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,9,VI,3,5
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,10,VII,2,2
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,11,VIII,1,2
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,3,Szkoła podstawowa,10,Podstawowe,24,Wychowanie przedszkolne,1,1
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,14,Liceum ogólnokształcące,10,Podstawowe,4,I,1,1
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,14,Liceum ogólnokształcące,10,Podstawowe,5,II,2,2
24,ŚLĄSKIE,2466,m. Gliwice,7,szkoła/placówka wchodząca w skład jednostki złożonej,4,niepubliczna,14,Liceum ogólnokształcące,10,Podstawowe,6,III,1,2
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,1,samodzielna,1,publiczna,1,Przedszkole,10,Podstawowe,24,Wychowanie przedszkolne,33,55
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,4,I,10,16
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,5,II,9,10
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,6,III,10,17
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,7,IV,9,18
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,8,V,14,21
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,9,VI,8,16
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,10,VII,14,23
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,11,VIII,8,11
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,4,I,2,4
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,5,II,2,2
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,6,III,3,3
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,7,IV,1,2
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,1,samodzielna,4,niepubliczna,19,Szkoła policealna,10,Podstawowe,19,sem. IV,1,1
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,5,II,2,2
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,6,III,1,2
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,8,V,1,1
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,9,VI,2,2
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,10,VII,1,1
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,11,VIII,1,1
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,4,I,1,1
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,5,II,1,1
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,6,III,2,3
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,7,IV,1,1
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,16,Technikum,10,Podstawowe,4,I,4,5
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,16,Technikum,10,Podstawowe,5,II,2,2
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,16,Technikum,10,Podstawowe,6,III,2,3
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,16,Technikum,10,Podstawowe,7,IV,2,2
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,20,Szkoła specjalna przysposabiająca do pracy,10,Podstawowe,4,I,1,1
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,93,Branżowa szkoła I stopnia,10,Podstawowe,4,I,4,8
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,93,Branżowa szkoła I stopnia,10,Podstawowe,5,II,5,5
24,ŚLĄSKIE,2467,m. Jastrzębie-Zdrój,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,93,Branżowa szkoła I stopnia,10,Podstawowe,6,III,1,1
24,ŚLĄSKIE,2468,m. Jaworzno,1,samodzielna,1,publiczna,1,Przedszkole,10,Podstawowe,24,Wychowanie przedszkolne,26,37
24,ŚLĄSKIE,2468,m. Jaworzno,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,4,I,8,17
24,ŚLĄSKIE,2468,m. Jaworzno,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,5,II,10,16
24,ŚLĄSKIE,2468,m. Jaworzno,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,6,III,6,7
24,ŚLĄSKIE,2468,m. Jaworzno,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,7,IV,9,15
24,ŚLĄSKIE,2468,m. Jaworzno,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,8,V,10,22
24,ŚLĄSKIE,2468,m. Jaworzno,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,9,VI,10,20
24,ŚLĄSKIE,2468,m. Jaworzno,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,10,VII,8,15
24,ŚLĄSKIE,2468,m. Jaworzno,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,11,VIII,8,18
24,ŚLĄSKIE,2468,m. Jaworzno,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,24,Wychowanie przedszkolne,3,3
24,ŚLĄSKIE,2468,m. Jaworzno,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,4,I,3,6
24,ŚLĄSKIE,2468,m. Jaworzno,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,5,II,3,4
24,ŚLĄSKIE,2468,m. Jaworzno,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,1,Przedszkole,10,Podstawowe,24,Wychowanie przedszkolne,7,7
24,ŚLĄSKIE,2468,m. Jaworzno,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,4,I,4,7
24,ŚLĄSKIE,2468,m. Jaworzno,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,5,II,5,5
24,ŚLĄSKIE,2468,m. Jaworzno,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,6,III,6,7
24,ŚLĄSKIE,2468,m. Jaworzno,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,7,IV,4,11
24,ŚLĄSKIE,2468,m. Jaworzno,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,8,V,4,8
24,ŚLĄSKIE,2468,m. Jaworzno,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,9,VI,2,3
24,ŚLĄSKIE,2468,m. Jaworzno,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,10,VII,2,4
24,ŚLĄSKIE,2468,m. Jaworzno,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,11,VIII,4,8
24,ŚLĄSKIE,2468,m. Jaworzno,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,5,II,3,3
24,ŚLĄSKIE,2468,m. Jaworzno,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,16,Technikum,10,Podstawowe,4,I,4,6
24,ŚLĄSKIE,2468,m. Jaworzno,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,16,Technikum,10,Podstawowe,5,II,5,9
24,ŚLĄSKIE,2468,m. Jaworzno,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,16,Technikum,10,Podstawowe,6,III,2,5
24,ŚLĄSKIE,2468,m. Jaworzno,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,16,Technikum,10,Podstawowe,8,V,1,1
24,ŚLĄSKIE,2468,m. Jaworzno,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,93,Branżowa szkoła I stopnia,10,Podstawowe,4,I,2,3
24,ŚLĄSKIE,2468,m. Jaworzno,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,93,Branżowa szkoła I stopnia,10,Podstawowe,5,II,3,6
24,ŚLĄSKIE,2468,m. Jaworzno,7,szkoła/placówka wchodząca w skład jednostki złożonej,1,publiczna,93,Branżowa szkoła I stopnia,10,Podstawowe,6,III,1,2
24,ŚLĄSKIE,2469,m. Katowice,1,samodzielna,1,publiczna,1,Przedszkole,10,Podstawowe,24,Wychowanie przedszkolne,83,160
24,ŚLĄSKIE,2469,m. Katowice,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,4,I,27,55
24,ŚLĄSKIE,2469,m. Katowice,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,5,II,26,63
24,ŚLĄSKIE,2469,m. Katowice,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,6,III,24,50
24,ŚLĄSKIE,2469,m. Katowice,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,7,IV,32,80
24,ŚLĄSKIE,2469,m. Katowice,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,8,V,23,66
24,ŚLĄSKIE,2469,m. Katowice,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,9,VI,29,88
24,ŚLĄSKIE,2469,m. Katowice,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,10,VII,31,64
24,ŚLĄSKIE,2469,m. Katowice,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,11,VIII,25,57
24,ŚLĄSKIE,2469,m. Katowice,1,samodzielna,1,publiczna,3,Szkoła podstawowa,10,Podstawowe,24,Wychowanie przedszkolne,3,3
24,ŚLĄSKIE,2469,m. Katowice,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,3,Wstępna,1,3
24,ŚLĄSKIE,2469,m. Katowice,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,4,I,22,55
24,ŚLĄSKIE,2469,m. Katowice,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,5,II,24,49
24,ŚLĄSKIE,2469,m. Katowice,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,6,III,15,19
24,ŚLĄSKIE,2469,m. Katowice,1,samodzielna,1,publiczna,14,Liceum ogólnokształcące,10,Podstawowe,7,IV,8,9
24,ŚLĄSKIE,2469,m. Katowice,1,samodzielna,1,publiczna,16,Technikum,10,Podstawowe,5,II,2,2
24,ŚLĄSKIE,2469,m. Katowice,1,samodzielna,1,publiczna,16,Technikum,10,Podstawowe,6,III,1,3
24,ŚLĄSKIE,2469,m. Katowice,1,samodzielna,1,publiczna,16,Technikum,10,Podstawowe,7,IV,1,1
24,ŚLĄSKIE,2469,m. Katowice,1,samodzielna,1,publiczna,16,Technikum,10,Podstawowe,8,V,1,1
24,ŚLĄSKIE,2469,m. Katowice,1,samodzielna,1,publiczna,27,Liceum sztuk plastycznych,10,Podstawowe,4,I,2,5
